id,name,abstract,layer
CWE-232,Improper Handling of Undefined Values,Variant,{"CWE-707":3}
CWE-233,Improper Handling of Parameters,Base,{"CWE-707":2}
CWE-234,Failure to Handle Missing Parameter,Variant,{"CWE-707":3}
CWE-235,Improper Handling of Extra Parameters,Variant,{"CWE-707":3}
CWE-236,Improper Handling of Undefined Parameters,Variant,{"CWE-707":3}
CWE-237,Improper Handling of Structural Elements,Base,{"CWE-707":2}
CWE-238,Improper Handling of Incomplete Structural Elements,Variant,{"CWE-707":3}
CWE-239,Failure to Handle Incomplete Element,Variant,{"CWE-707":3}
CWE-241,Improper Handling of Unexpected Data Type,Base,{"CWE-707":2}
CWE-462,Duplicate Key in Associative List (Alist),Variant,{"CWE-707":4}
CWE-463,Deletion of Data Structure Sentinel,Base,{"CWE-707":1}
CWE-464,Addition of Data Structure Sentinel,Base,{"CWE-707":2}
CWE-554,ASP.NET Misconfiguration: Not Using Input Validation Framework,Variant,{"CWE-707":3}
CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Base,{"CWE-707":3}
CWE-564,SQL Injection: Hibernate,Variant,{"CWE-707":4}
CWE-606,Unchecked Input for Loop Condition,Base,{"CWE-707":3}
CWE-914,Improper Control of Dynamically-Identified Variables,Base,{"CWE-707":3}
CWE-621,Variable Extraction Error,Variant,{"CWE-707":4}
CWE-622,Improper Validation of Function Hook Arguments,Variant,{"CWE-707":2}
CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),Class,{"CWE-707":2}
CWE-624,Executable Regular Expression Error,Base,{"CWE-707":3}
CWE-626,Null Byte Interaction Error (Poison Null Byte),Variant,{"CWE-707":3}
CWE-627,Dynamic Variable Evaluation,Variant,{"CWE-707":4}
CWE-99,Improper Control of Resource Identifiers ('Resource Injection'),Class,{"CWE-707":2}
CWE-641,Improper Restriction of Names for Files and Other Resources,Base,{"CWE-707":3}
CWE-943,Improper Neutralization of Special Elements in Data Query Logic,Class,{"CWE-707":2}
CWE-643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),Base,{"CWE-707":3}
CWE-644,Improper Neutralization of HTTP Headers for Scripting Syntax,Variant,{"CWE-707":2}
CWE-652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),Base,{"CWE-707":3}
CWE-75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),Class,{"CWE-707":2}
CWE-76,Improper Neutralization of Equivalent Special Elements,Base,{"CWE-707":3}
CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Base,{"CWE-707":3}
CWE-781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,Variant,{"CWE-707":3}
CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Base,{"CWE-707":2}
CWE-790,Improper Filtering of Special Elements,Class,{"CWE-707":2}
CWE-791,Incomplete Filtering of Special Elements,Base,{"CWE-707":3}
CWE-792,Incomplete Filtering of One or More Instances of Special Elements,Variant,{"CWE-707":4}
CWE-793,Only Filtering One Instance of a Special Element,Variant,{"CWE-707":5}
CWE-794,Incomplete Filtering of Multiple Instances of Special Elements,Variant,{"CWE-707":5}
CWE-795,Only Filtering Special Elements at a Specified Location,Base,{"CWE-707":4}
CWE-796,Only Filtering Special Elements Relative to a Marker,Variant,{"CWE-707":5}
CWE-797,Only Filtering Special Elements at an Absolute Position,Variant,{"CWE-707":5}
CWE-80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Variant,{"CWE-707":3}
CWE-81,Improper Neutralization of Script in an Error Message Web Page,Variant,{"CWE-707":3}
CWE-83,Improper Neutralization of Script in Attributes in a Web Page,Variant,{"CWE-707":3}
CWE-82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,Variant,{"CWE-707":4}
CWE-838,Inappropriate Encoding for Output Context,Base,{"CWE-707":2}
CWE-84,Improper Neutralization of Encoded URI Schemes in a Web Page,Variant,{"CWE-707":3}
CWE-85,Doubled Character XSS Manipulations,Variant,{"CWE-707":3}
CWE-86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,Variant,{"CWE-707":3}
CWE-87,Improper Neutralization of Alternate XSS Syntax,Variant,{"CWE-707":3}
CWE-88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),Base,{"CWE-707":3}
CWE-90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),Base,{"CWE-707":3}
CWE-91,XML Injection (aka Blind XPath Injection),Base,{"CWE-707":2}
CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),Base,{"CWE-707":3}
CWE-95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),Variant,{"CWE-707":3}
CWE-96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),Base,{"CWE-707":3}
CWE-97,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,Variant,{"CWE-707":4}
CWE-451,User Interface (UI) Misrepresentation of Critical Information,Class,{"CWE-710":2}
CWE-1007,Insufficient Visual Distinction of Homoglyphs Presented to User,Base,{"CWE-710":3}
CWE-573,Improper Following of Specification by Caller,Class,{"CWE-710":1}
CWE-103,Struts: Incomplete validate() Method Definition,Variant,{"CWE-710":2}
CWE-104,Struts: Form Bean Does Not Extend Validation Class,Variant,{"CWE-710":2}
CWE-710,Improper Adherence to Coding Standards,Pillar,{"CWE-710":0}
CWE-1041,Use of Redundant Code,Base,{"CWE-710":1}
CWE-1093,Excessively Complex Data Representation,Class,{"CWE-710":1}
CWE-1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,Base,{"CWE-710":2}
CWE-1044,Architecture with Number of Horizontal Layers Outside of Expected Range,Base,{"CWE-710":1}
CWE-1076,Insufficient Adherence to Expected Conventions,Class,{"CWE-710":1}
CWE-1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,Base,{"CWE-710":2}
CWE-1120,Excessive Code Complexity,Class,{"CWE-710":1}
CWE-1047,Modules with Circular Dependencies,Base,{"CWE-710":2}
CWE-1048,Invokable Control Element with Large Number of Outward Calls,Base,{"CWE-710":1}
CWE-1059,Insufficient Technical Documentation,Class,{"CWE-710":1}
CWE-1053,Missing Documentation for Design,Base,{"CWE-710":2}
CWE-1061,Insufficient Encapsulation,Class,{"CWE-710":1}
CWE-1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,Base,{"CWE-710":2}
CWE-1055,Multiple Inheritance from Concrete Classes,Base,{"CWE-710":2}
CWE-1056,Invokable Control Element with Variadic Parameters,Base,{"CWE-710":2}
CWE-1057,Data Access Operations Outside of Expected Data Manager Component,Base,{"CWE-710":2}
CWE-1060,Excessive Number of Inefficient Server-Side Data Accesses,Base,{"CWE-710":2}
CWE-1062,Parent Class with References to Child Class,Base,{"CWE-710":2}
CWE-1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,Base,{"CWE-710":2}
CWE-1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,Base,{"CWE-710":1}
CWE-1066,Missing Serialization Control Element,Base,{"CWE-710":1}
CWE-1068,Inconsistency Between Implementation and Documented Design,Base,{"CWE-710":1}
CWE-1071,Empty Code Block,Base,{"CWE-710":2}
CWE-1069,Empty Exception Block,Variant,{"CWE-710":3}
CWE-1164,Irrelevant Code,Class,{"CWE-710":1}
CWE-107,Struts: Unused Validation Form,Variant,{"CWE-710":2}
CWE-1070,Serializable Data Element Containing non-Serializable Item Elements,Base,{"CWE-710":2}
CWE-1074,Class with Excessively Deep Inheritance,Base,{"CWE-710":2}
CWE-1075,Unconditional Control Flow Transfer outside of Switch Block,Base,{"CWE-710":2}
CWE-1078,Inappropriate Source Code Style or Formatting,Class,{"CWE-710":2}
CWE-1079,Parent Class without Virtual Destructor Method,Base,{"CWE-710":2}
CWE-1080,Source Code File with Excessive Number of Lines of Code,Base,{"CWE-710":2}
CWE-1082,Class Instance Self Destruction Control Element,Base,{"CWE-710":2}
CWE-1083,Data Access from Outside Expected Data Manager Component,Base,{"CWE-710":2}
CWE-1085,Invokable Control Element with Excessive Volume of Commented-out Code,Base,{"CWE-710":3}
CWE-1086,Class with Excessive Number of Child Classes,Base,{"CWE-710":2}
CWE-1087,Class with Virtual Method without a Virtual Destructor,Base,{"CWE-710":2}
CWE-1090,Method Containing Access of a Member Element from Another Class,Base,{"CWE-710":2}
CWE-1092,Use of Same Invokable Control Element in Multiple Architectural Layers,Base,{"CWE-710":1}
CWE-1095,Loop Condition Value Update within the Loop,Base,{"CWE-710":2}
CWE-1097,Persistent Storable Data Element without Associated Comparison Control Element,Base,{"CWE-710":2}
CWE-1098,Data Element containing Pointer Item without Proper Copy Control Element,Base,{"CWE-710":2}
CWE-1099,Inconsistent Naming Conventions for Identifiers,Base,{"CWE-710":3}
CWE-489,Active Debug Code,Base,{"CWE-710":1}
CWE-11,ASP.NET Misconfiguration: Creating Debug Binary,Variant,{"CWE-710":2}
CWE-110,Struts: Validator Without Form Field,Variant,{"CWE-710":2}
CWE-1100,Insufficient Isolation of System-Dependent Functions,Base,{"CWE-710":2}
CWE-1101,Reliance on Runtime Component in Generated Code,Base,{"CWE-710":1}
CWE-758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",Class,{"CWE-710":1}
CWE-1102,Reliance on Machine-Dependent Data Representation,Base,{"CWE-710":2}
CWE-1103,Use of Platform-Dependent Third Party Components,Base,{"CWE-710":2}
CWE-1357,Reliance on Insufficiently Trustworthy Component,Class,{"CWE-710":1}
CWE-1104,Use of Unmaintained Third Party Components,Base,{"CWE-710":2}
CWE-1105,Insufficient Encapsulation of Machine-Dependent Functionality,Base,{"CWE-710":2}
CWE-1106,Insufficient Use of Symbolic Constants,Base,{"CWE-710":3}
CWE-1107,Insufficient Isolation of Symbolic Constant Definitions,Base,{"CWE-710":3}
CWE-1108,Excessive Reliance on Global Variables,Base,{"CWE-710":2}
CWE-1109,Use of Same Variable for Multiple Purposes,Base,{"CWE-710":3}
CWE-695,Use of Low-Level Functionality,Base,{"CWE-710":2}
CWE-111,Direct Use of Unsafe JNI,Variant,{"CWE-710":3}
CWE-1110,Incomplete Design Documentation,Base,{"CWE-710":2}
CWE-1111,Incomplete I/O Documentation,Base,{"CWE-710":2}
CWE-1112,Incomplete Documentation of Program Execution,Base,{"CWE-710":2}
CWE-1113,Inappropriate Comment Style,Base,{"CWE-710":3}
CWE-1114,Inappropriate Whitespace Style,Base,{"CWE-710":3}
CWE-1115,Source Code Element without Standard Prologue,Base,{"CWE-710":3}
CWE-1116,Inaccurate Comments,Base,{"CWE-710":3}
CWE-1117,Callable with Insufficient Behavioral Summary,Base,{"CWE-710":3}
CWE-1118,Insufficient Documentation of Error Handling Techniques,Base,{"CWE-710":2}
CWE-1119,Excessive Use of Unconditional Branching,Base,{"CWE-710":2}
CWE-1121,Excessive McCabe Cyclomatic Complexity,Base,{"CWE-710":2}
CWE-1122,Excessive Halstead Complexity,Base,{"CWE-710":2}
CWE-1123,Excessive Use of Self-Modifying Code,Base,{"CWE-710":2}
CWE-1124,Excessively Deep Nesting,Base,{"CWE-710":2}
CWE-1125,Excessive Attack Surface,Base,{"CWE-710":2}
CWE-1126,Declaration of Variable with Unnecessarily Wide Scope,Base,{"CWE-710":1}
CWE-1127,Compilation with Insufficient Warnings or Errors,Base,{"CWE-710":1}
CWE-1177,Use of Prohibited Code,Class,{"CWE-710":1}
CWE-653,Improper Isolation or Compartmentalization,Class,{"CWE-710":2}
CWE-1189,Improper Isolation of Shared Resources on System-on-a-Chip (SoC),Base,{"CWE-710":3}
CWE-657,Violation of Secure Design Principles,Class,{"CWE-710":1}
CWE-1192,Improper Identifier for IP Block used in System-On-Chip (SOC),Base,{"CWE-710":2}
CWE-1209,Failure to Disable Reserved Bits,Base,{"CWE-710":1}
CWE-684,Incorrect Provision of Specified Functionality,Class,{"CWE-710":1}
CWE-1245,Improper Finite State Machines (FSMs) in Hardware Logic,Base,{"CWE-710":2}
CWE-1329,Reliance on Component That is Not Updateable,Base,{"CWE-710":2}
CWE-1277,Firmware Not Updateable,Base,{"CWE-710":3}
CWE-1303,Non-Transparent Sharing of Microarchitectural Resources,Base,{"CWE-710":4}
CWE-1310,Missing Ability to Patch ROM Code,Base,{"CWE-710":3}
CWE-1331,Improper Isolation of Shared Resources in Network On Chip (NoC),Base,{"CWE-710":3}
CWE-675,Multiple Operations on Resource in Single-Operation Context,Class,{"CWE-710":2}
CWE-1341,Multiple Releases of Same Resource or Handle,Base,{"CWE-710":3}
CWE-1395,Dependency on Vulnerable Third-Party Component,Class,{"CWE-710":2}
CWE-174,Double Decoding of the Same Data,Variant,{"CWE-710":3}
CWE-188,Reliance on Data/Memory Layout,Base,{"CWE-710":3}
CWE-198,Use of Incorrect Byte Ordering,Variant,{"CWE-710":4}
CWE-242,Use of Inherently Dangerous Function,Base,{"CWE-710":2}
CWE-245,J2EE Bad Practices: Direct Management of Connections,Variant,{"CWE-710":3}
CWE-246,J2EE Bad Practices: Direct Use of Sockets,Variant,{"CWE-710":3}
CWE-253,Incorrect Check of Function Return Value,Base,{"CWE-710":2}
CWE-325,Missing Cryptographic Step,Base,{"CWE-710":2}
CWE-358,Improperly Implemented Security Check for Standard,Base,{"CWE-710":2}
CWE-383,J2EE Bad Practices: Direct Use of Threads,Variant,{"CWE-710":3}
CWE-393,Return of Wrong Status Code,Base,{"CWE-710":2}
CWE-638,Not Using Complete Mediation,Class,{"CWE-710":2}
CWE-424,Improper Protection of Alternate Path,Class,{"CWE-710":3}
CWE-440,Expected Behavior Violation,Base,{"CWE-710":2}
CWE-446,UI Discrepancy for Security Feature,Class,{"CWE-710":2}
CWE-671,Lack of Administrator Control over Security,Class,{"CWE-710":2}
CWE-447,Unimplemented or Unsupported Feature in UI,Base,{"CWE-710":3}
CWE-448,Obsolete Feature in UI,Base,{"CWE-710":3}
CWE-449,The UI Performs the Wrong Action,Base,{"CWE-710":3}
CWE-474,Use of Function with Inconsistent Implementations,Base,{"CWE-710":2}
CWE-475,Undefined Behavior for Input to API,Base,{"CWE-710":2}
CWE-476,NULL Pointer Dereference,Base,{"CWE-710":1}
CWE-477,Use of Obsolete Function,Base,{"CWE-710":1}
CWE-484,Omitted Break Statement in Switch,Base,{"CWE-710":1}
CWE-912,Hidden Functionality,Class,{"CWE-710":2}
CWE-506,Embedded Malicious Code,Class,{"CWE-710":3}
CWE-507,Trojan Horse,Base,{"CWE-710":4}
CWE-508,Non-Replicating Malicious Code,Base,{"CWE-710":5}
CWE-509,Replicating Malicious Code (Virus or Worm),Base,{"CWE-710":5}
CWE-510,Trapdoor,Base,{"CWE-710":4}
CWE-511,Logic/Time Bomb,Base,{"CWE-710":4}
CWE-512,Spyware,Base,{"CWE-710":4}
CWE-546,Suspicious Comment,Variant,{"CWE-710":3}
CWE-547,"Use of Hard-coded, Security-relevant Constants",Base,{"CWE-710":3}
CWE-687,Function Call With Incorrectly Specified Argument Value,Variant,{"CWE-710":3}
CWE-560,Use of umask() with chmod-style Argument,Variant,{"CWE-710":4}
CWE-561,Dead Code,Base,{"CWE-710":2}
CWE-562,Return of Stack Variable Address,Base,{"CWE-710":2}
CWE-563,Assignment to Variable without Use,Base,{"CWE-710":2}
CWE-570,Expression is Always False,Base,{"CWE-710":1}
CWE-571,Expression is Always True,Base,{"CWE-710":1}
CWE-575,EJB Bad Practices: Use of AWT Swing,Variant,{"CWE-710":3}
CWE-576,EJB Bad Practices: Use of Java I/O,Variant,{"CWE-710":3}
CWE-577,EJB Bad Practices: Use of Sockets,Variant,{"CWE-710":2}
CWE-578,EJB Bad Practices: Use of Class Loader,Variant,{"CWE-710":2}
CWE-579,J2EE Bad Practices: Non-serializable Object Stored in Session,Variant,{"CWE-710":2}
CWE-581,Object Model Violation: Just One of Equals and Hashcode Defined,Variant,{"CWE-710":2}
CWE-585,Empty Synchronized Block,Variant,{"CWE-710":3}
CWE-586,Explicit Call to Finalize(),Base,{"CWE-710":2}
CWE-587,Assignment of a Fixed Address to a Pointer,Variant,{"CWE-710":2}
CWE-589,Call to Non-ubiquitous API,Variant,{"CWE-710":3}
CWE-594,J2EE Framework: Saving Unserializable Objects to Disk,Variant,{"CWE-710":2}
CWE-605,Multiple Binds to the Same Port,Variant,{"CWE-710":3}
CWE-628,Function Call with Incorrectly Specified Arguments,Base,{"CWE-710":2}
CWE-636,Not Failing Securely ('Failing Open'),Class,{"CWE-710":2}
CWE-637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),Class,{"CWE-710":2}
CWE-654,Reliance on a Single Factor in a Security Decision,Base,{"CWE-710":2}
CWE-655,Insufficient Psychological Acceptability,Class,{"CWE-710":2}
CWE-656,Reliance on Security Through Obscurity,Class,{"CWE-710":2}
CWE-676,Use of Potentially Dangerous Function,Base,{"CWE-710":2}
CWE-683,Function Call With Incorrect Order of Arguments,Variant,{"CWE-710":3}
CWE-685,Function Call With Incorrect Number of Arguments,Variant,{"CWE-710":3}
CWE-686,Function Call With Incorrect Argument Type,Variant,{"CWE-710":3}
CWE-688,Function Call With Incorrect Variable or Reference as Argument,Variant,{"CWE-710":3}
CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,Variant,{"CWE-710":3}
